startTime,open,high,low,close,endTime,volume
1727590800000,5668640,5672177,5665015,5672177,1727591099999,10.436
1727591100000,5672195,5674271,5671762,5673181,1727591399999,5.027
1727591400000,5673146,5674444,5667956,5667956,1727591699999,5.084
1727591700000,5667852,5671330,5665759,5667351,1727591999999,5.962
1727592000000,5667351,5669185,5665534,5667783,1727592299999,5.933
1727592300000,5667610,5669383,5663450,5663995,1727592599999,9.991
1727592600000,5665448,5667584,5663770,5665361,1727592899999,4.682
1727592900000,5664712,5667506,5663631,5665776,1727593199999,4.486
1727593200000,5664989,5669081,5663804,5668224,1727593499999,4.889
1727593500000,5667437,5669946,5666918,5669946,1727593799999,3.059
1727593800000,5669946,5670638,5667195,5669332,1727594099999,3.433
1727594100000,5669332,5670292,5668034,5669721,1727594399999,1.877
1727594400000,5668934,5668934,5661521,5661521,1727594699999,7.355
1727594700000,5661374,5667169,5661149,5666226,1727594999999,4.537
1727595000000,5666226,5670465,5664712,5668363,1727595299999,2.719
1727595300000,5668363,5668570,5663951,5665361,1727595599999,2.528
1727595600000,5665361,5667143,5664366,5666356,1727595899999,1.671
1727595900000,5666356,5667584,5662939,5662939,1727596199999,1.892
1727596200000,5662766,5664064,5658061,5664064,1727596499999,13.529
1727596500000,5663277,5664410,5659280,5661642,1727596799999,17.823
1727596800000,5661642,5665491,5659894,5663199,1727597099999,11.768
1727597100000,5662412,5667835,5661555,5667757,1727597399999,5.606
1727597400000,5666970,5667619,5665188,5665188,1727597699999,2.890
1727597700000,5665188,5666053,5662939,5663285,1727597999999,9.063
1727598000000,5663112,5665275,5658960,5659747,1727598299999,7.332
1727598300000,5658960,5661304,5658960,5659946,1727598599999,4.009
1727598600000,5659159,5668181,5659159,5667264,1727598899999,9.006
1727598900000,5667264,5671676,5667264,5671676,1727599199999,5.932
1727599200000,5671857,5672818,5670551,5671684,1727599499999,1.942
1727599500000,5671684,5673925,5670205,5670413,1727599799999,4.597
1727599800000,5670413,5670854,5669133,5670032,1727600099999,3.153
1727600100000,5670032,5670854,5669565,5670854,1727600399999,0.712
1727600400000,5670032,5674608,5669210,5673821,1727600699999,4.080
1727600700000,5673821,5679807,5673319,5676978,1727600999999,12.748
1727601000000,5678250,5678596,5676476,5677454,1727601299999,1.652
1727601300000,5678241,5679634,5676684,5676944,1727601599999,3.413
1727601600000,5676944,5677705,5674876,5676286,1727601899999,2.662
1727601900000,5675499,5676286,5672117,5672722,1727602199999,4.514
1727602200000,5672722,5677324,5672722,5676537,1727602499999,2.859
1727602500000,5676537,5677722,5674876,5675387,1727602799999,2.208
1727602800000,5675387,5676200,5674184,5674971,1727603099999,4.235
1727603100000,5674184,5676900,5673267,5673414,1727603399999,18.707
1727603400000,5674202,5674202,5670992,5670992,1727603699999,3.032
1727603700000,5670992,5672627,5670551,5671840,1727603999999,1.679
1727604000000,5671840,5672195,5668648,5669885,1727604299999,5.173
1727604300000,5669885,5672627,5669885,5670733,1727604599999,1.587
1727604600000,5671520,5672541,5666918,5667948,1727604899999,17.563
1727604900000,5668735,5668735,5666079,5666079,1727605199999,1.371
1727605200000,5666866,5666866,5662766,5662766,1727605499999,9.480
1727605500000,5663553,5664410,5661123,5662593,1727605799999,4.408
1727605800000,5662593,5665811,5661737,5665024,1727606099999,5.401
1727606100000,5665024,5667541,5663804,5663977,1727606399999,4.347
1727606400000,5665145,5667351,5664366,5667351,1727606699999,2.357
1727606700000,5667524,5668631,5666737,5667403,1727606999999,3.420
1727607000000,5667403,5667870,5665863,5667480,1727607299999,1.766
1727607300000,5666693,5671676,5666693,5671676,1727607599999,2.954
1727607600000,5671676,5673795,5669686,5672973,1727607899999,2.749
1727607900000,5673864,5676347,5673492,5675560,1727608199999,12.470
1727608200000,5676347,5677385,5673665,5677385,1727608499999,3.187
1727608500000,5677385,5679054,5674876,5674876,1727608799999,5.227
1727608800000,5675663,5675828,5673838,5674357,1727609099999,0.672
1727609100000,5675144,5678864,5674357,5676952,1727609399999,3.198
